Districts,weight,humidity,temperature,quality,month
Nagapattinam,1024.4018,38.93727572,69.83244842,1,February
Namakkal,1038.872038,39.11905934,71.79023013,1,March
Nilgiris (Udhagamandalam/Ooty),988.6501602,33.55185799,73.22242657,0,April
Perambalur,1036.28307,40.95913116,71.66751472,0,May
Pudukkottai,986.1545382,32.55808193,71.26278659,1,June
Ramanathapuram,995.3614841,29.58088718,67.30701974,1,July
Ranipet,999.5926558,31.01500268,70.52146289,1,August
Salem,997.476897,27.94407806,66.41826457,0,September
Sivaganga,989.1811656,38.94538296,65.69004504,1,October
Tenkasi,960.0140947,33.74162055,68.56665964,1,November
Thanjavur,1000.121088,34.71365829,72.5989106,1,December
Theni,970.3489432,28.02467054,68.80031755,1,January
Thoothukudi (Tuticorin),968.3121672,33.93858266,72.82264476,1,February
Tiruchirappalli (Trichy),951.677076,32.34255283,68.18559299,1,March
Tirunelveli,954.7361751,27.16418949,66.1045589,1,April
Tirupathur,950.690341,25.60370891,66.47114384,1,May
Tiruppur,950.5592334,29.33185728,66.34910782,1,June
Tiruvallur,955.0296025,31.27957475,73.73868264,1,July
Tiruvannamalai,1046.909873,31.70561491,68.99250512,0,August
Tiruvarur,1008.032245,37.77445423,73.21490672,1,September
Viluppuram,1044.98604,41.63766331,66.03560713,1,October
Virudhunagar,1014.857434,33.6283501,70.06493064,1,November
Ariyalur,1028.723901,29.14924306,68.1752907,1,December
Chengalpattu,977.0573845,26.98450306,68.54893979,1,January
Chennai,956.5043174,32.50890537,65.457125,1,February
Coimbatore,969.8176798,26.41018855,68.67379012,1,March
Cuddalore,981.4664837,27.74553822,72.32355459,1,April
Dharmapuri,960.3614985,26.96269798,73.37781352,1,May
Dindigul,1045.972791,36.44942866,73.45663097,1,June
Erode,991.8800656,44.81091121,69.17045371,0,July
Kallakurichi,968.6085849,40.36715986,71.9157748,1,August
Kanniyakumari,993.1093157,40.09982823,65.35777425,1,September
Kancheepuram,1017.93075,38.98219891,67.38959592,1,October
Mayiladuthurai,1026.225153,28.72584888,73.63021665,1,November
Karur,963.3139173,41.85204126,69.04272758,1,December
Krishnagiri,1003.22278,33.66770431,67.28949462,1,January
Madurai,990.4059574,27.20727728,68.86880794,0,February
Nagapattinam,979.1724946,27.02275325,73.31577897,1,March
Namakkal,989.2826762,30.44574876,70.26588663,1,April
Nilgiris (Udhagamandalam/Ooty),1018.723089,32.4976276,71.08426225,1,May
Perambalur,1019.700141,32.68198813,73.47253303,1,June
Pudukkottai,1034.338586,31.83618149,70.24852948,1,July
Ramanathapuram,970.6887008,31.76216547,73.72159928,1,August
Ranipet,1009.868681,26.27464198,71.38609162,1,September
Sivaganga,1044.25102,36.14127222,71.88654546,1,October
Tenkasi,968.3727498,25.78128683,70.38533619,1,November
Thanjavur,1025.586674,42.77812916,66.57681109,0,December
Theni,956.581078,34.35773509,73.43632391,1,January
Thoothukudi (Tuticorin),1047.416074,26.77005162,73.76487402,1,February
Tiruchirappalli (Trichy),1029.123437,42.9808593,70.52496845,0,March
Tirunelveli,1047.881405,31.62640835,69.70025316,1,April
Tirupathur,958.3070406,39.40118045,65.26346588,1,May
Tiruvallur,1033.98605,36.68894552,68.01848003,1,June
Tiruvannamalai,1005.20818,25.62214195,72.87302222,1,July
Tiruvarur,1001.740465,35.05257676,70.8374959,1,August
Vellore,1028.785565,31.02511609,72.22224491,1,September
Viluppuram,1005.17066,36.57021939,71.15641658,0,October
Virudhunagar,955.9458142,38.0782657,69.78747386,1,November
Ariyalur,982.6710643,35.05441835,72.34757832,1,December
Chengalpattu,1046.365658,37.96116461,67.1035785,1,January
Chennai,1016.454006,43.68210915,71.85378116,0,February
Coimbatore,1024.931156,36.37643208,69.42578807,0,March
Cuddalore,1045.686982,33.46950074,70.30109056,1,April
Dharmapuri,978.5820222,40.05991936,71.69746676,1,May
Dindigul,1016.463909,35.33366324,66.10979049,1,June
Erode,963.2019075,39.76976048,68.46341704,0,July
Kallakurichi,1005.451512,26.44453557,65.89026517,1,August
Kanniyakumari,1011.681207,40.92395055,69.17318372,1,September
Mayiladuthurai,971.4700778,25.70425525,69.73316482,0,October
Karur,1008.228301,40.88726209,70.32035986,1,November
Krishnagiri,969.967073,38.64016478,71.67373183,1,December
Madurai,1026.945135,35.13799564,65.88201839,0,January
Nagapattinam,1039.332169,37.42315128,66.47149633,0,February
Namakkal,1032.984614,42.55463407,74.77160944,1,March
Nilgiris (Udhagamandalam/Ooty),1017.975944,26.80023698,68.49974861,1,April
Perambalur,986.7235436,32.01069701,68.95882417,1,May
Pudukkottai,987.1950553,29.72213565,69.29260188,0,June
Ramanathapuram,1009.253019,29.54156857,70.1775575,1,July
Ranipet,1045.432927,37.77311758,68.97084866,1,August
Salem,993.8108065,32.22176514,74.66288475,1,September
Sivaganga,1022.38066,42.35421034,70.19927489,1,October
Tenkasi,1004.133703,31.84360435,72.20050507,0,November
Thanjavur,965.6777234,33.94151697,68.96636025,1,December
Theni,1029.285105,25.29158199,72.46363098,1,January
Thoothukudi (Tuticorin),968.4477753,35.84385906,73.36006249,0,February
Tiruchirappalli (Trichy),991.9283078,29.63879737,68.98123926,0,March
Tirunelveli,994.4277669,37.68293041,72.86216815,1,April
Tirupathur,990.5907184,43.96990917,67.11037182,1,May
Tiruppur,950.1008715,36.05756823,72.14377008,0,June
Tiruvallur,988.8932134,31.85937979,66.70330848,1,July
Tiruvannamalai,961.530927,27.14030749,69.41423812,1,August
Tiruvarur,1023.393821,27.15232096,70.10365861,0,September
Vellore,970.4011707,27.09093982,69.18086231,1,October
Viluppuram,994.1499308,31.89939455,74.18409945,1,November
Virudhunagar,1000.772975,25.47509566,68.29579003,1,December
Ariyalur,956.8494527,31.68093124,71.45315215,1,January
Chengalpattu,958.3339362,40.89784776,71.62643157,1,February
Chennai,978.1729392,27.48813986,66.82406709,0,March
Coimbatore,1003.914577,38.62004349,73.75196903,0,April
Cuddalore,1040.06255,37.63037469,72.99000019,1,May
Dharmapuri,1017.119139,30.61700435,72.65748013,1,June
Dindigul,987.9940949,40.73208854,70.39191717,1,July
Erode,969.0093599,43.39339904,72.9127764,0,August
Kallakurichi,957.369397,42.30275463,69.65317081,0,September
Kanniyakumari,1041.745207,34.17554383,68.13033612,1,October
Mayiladuthurai,956.7547869,25.92693535,72.29124455,1,November
Karur,956.4719094,31.00784307,70.28246084,1,December
Krishnagiri,1044.496578,40.68331573,70.49240745,1,January
Madurai,1036.028707,32.88120106,70.65573806,0,February
Nagapattinam,1021.12593,43.03023757,71.44187286,1,March
Namakkal,1008.790558,25.4211452,71.55310016,1,April
Nilgiris (Udhagamandalam/Ooty),1016.326293,30.17970261,74.4286503,0,May
Perambalur,1025.583447,34.74192581,66.33420782,1,June
Pudukkottai,992.1378163,38.20011943,73.73269394,0,July
Ramanathapuram,1009.659736,32.45691217,74.69491756,1,August
Ranipet,962.5071351,27.27705963,65.99535119,1,September
Salem,1001.67554,30.29528168,70.7095338,1,October
Sivaganga,1028.989154,26.38324946,66.26629093,0,November
Tenkasi,1011.153301,27.43140854,74.07119794,1,December
Thanjavur,1030.343616,27.19107711,72.81905705,1,January
Theni,990.7454652,37.17721191,65.90452209,1,February
Thoothukudi (Tuticorin),979.557351,39.95433458,73.54461087,1,March
Tiruchirappalli (Trichy),1002.470343,34.64801597,72.10889489,1,April
Tirunelveli,950.4047486,33.99715391,67.81773468,1,May
Tirupathur,1044.280721,34.31458731,69.18322315,1,June
Tiruppur,962.6853566,43.30367277,70.72773329,0,July
Tiruvallur,972.863395,34.50103923,74.94154476,1,August
Tiruvannamalai,1023.890027,28.00701509,65.2556537,1,September
Tiruvarur,985.256916,27.93239792,65.61034472,1,October
Vellore,1023.060147,29.38926353,69.52696259,1,November
Viluppuram,1016.300803,30.05635254,65.5963677,1,December
Virudhunagar,970.7421479,26.44535054,67.78592001,1,January
Ariyalur,1005.462615,29.68611244,70.70164451,1,February
Chengalpattu,989.9305812,35.88270474,69.29384329,1,March
Chennai,1048.559918,25.17958299,70.58269792,0,April
Coimbatore,989.033677,44.19629837,73.87177655,0,May
Cuddalore,1043.879187,29.92122577,65.96286904,1,June
Dharmapuri,1020.09853,43.12520813,67.79602077,1,July
Dindigul,1002.3952,32.64372325,74.6679546,1,August
Erode,979.2382519,38.71233022,66.31257801,0,September
Kallakurichi,1002.419304,41.05540163,67.45429505,1,October
Kanniyakumari,999.8415227,36.71909972,73.90033359,1,November
Kancheepuram,1019.651588,37.66477485,68.55840258,1,December
Mayiladuthurai,1002.075966,36.67630325,67.66596044,0,January
Karur,960.8490297,35.26524923,70.53193084,1,February
Krishnagiri,1025.047222,28.13040507,71.44341617,1,March
Madurai,1016.745212,35.80012208,68.83922625,0,April
Nagapattinam,979.9292268,26.69163727,72.9376948,1,May
Namakkal,968.9822614,31.67433728,71.43830003,0,June
Nilgiris (Udhagamandalam/Ooty),971.7817206,32.83870742,70.88038394,1,July
Perambalur,992.127326,28.20278782,68.8209771,1,August
Pudukkottai,1035.544021,41.69228936,68.1060532,1,September
Ramanathapuram,1010.542689,32.36583809,72.5147426,1,October
Ranipet,954.8815647,42.1761067,70.68157042,1,November
Salem,989.6536654,43.81675035,67.63745879,1,December
Sivaganga,1028.979308,26.00003846,67.27192393,1,January
Tenkasi,957.5521816,39.34375972,72.79898032,1,February
Thanjavur,964.5433408,29.87032626,71.78954174,1,March
Theni,1021.567754,30.59391563,69.87179033,0,April
Thoothukudi (Tuticorin),1043.332485,38.46744716,72.37930177,1,May
Tiruchirappalli (Trichy),961.0511533,26.21363949,71.13129225,1,June
Tirunelveli,1049.912627,33.51668111,65.76432761,0,July
Tirupathur,1032.693169,43.13354793,68.92436243,1,August
Tiruppur,1022.92591,28.4431406,69.79979988,0,September
Tiruvallur,975.5639202,27.03748619,70.0772055,1,October
Tiruvannamalai,1039.301867,40.41839452,66.9744303,1,November
Tiruvarur,965.9774515,33.87008781,71.34692241,1,December
Vellore,975.0656002,26.45897753,73.04965014,1,January
Viluppuram,954.5519272,34.64843692,71.28595208,1,February
Virudhunagar,951.2415156,29.02381699,69.8509469,1,March
Ariyalur,1015.34018,27.4817849,70.3885748,0,April
Chengalpattu,960.547849,33.6844704,68.09029219,1,May
Chennai,1042.381073,41.4310961,72.93799634,1,June
Coimbatore,961.1031261,42.99038254,74.17379872,1,July
Cuddalore,1004.287177,43.40717152,66.75653585,1,August
Dharmapuri,1025.107974,28.62085084,66.7697057,1,September
Dindigul,1028.992865,44.48727983,70.61474634,1,October
Erode,1031.894806,35.52522362,71.11883056,1,November
Kallakurichi,1031.227794,32.31484137,72.47647531,1,December
Kanniyakumari,1000.719426,27.94491673,71.12987992,0,January
Kancheepuram,1018.559716,28.24938308,74.61675108,0,February
Mayiladuthurai,985.6249579,31.77557662,66.81720447,1,March
Karur,1044.120278,44.36711738,69.62304301,1,April
Krishnagiri,1024.509296,33.59685503,70.72155372,1,May
Madurai,1020.163209,35.87131374,67.52415707,1,June
Nagapattinam,1028.638636,44.75351472,72.45586941,1,July
Namakkal,975.5961716,44.80808841,73.18717468,1,August
Nilgiris (Udhagamandalam/Ooty),1037.47083,30.31338041,73.39307613,0,September
Perambalur,1049.115788,29.79017699,70.59043711,1,October
Pudukkottai,984.5081923,31.05756397,71.85122222,1,November
Ramanathapuram,967.9293317,38.05703212,74.5569509,0,December
Ranipet,973.6354714,37.00604482,69.8595713,1,January
Salem,1002.284761,37.9978763,67.68750503,1,February
Sivaganga,1019.860946,26.84125423,73.35943442,1,March
Tenkasi,952.6936389,39.18806444,74.0552279,1,April
Theni,999.757672,41.89019746,69.31880708,1,May
Thoothukudi (Tuticorin),956.8580454,29.2498149,72.17512073,1,June
Tiruchirappalli (Trichy),988.9634058,42.69542004,74.94807902,1,July
Tirunelveli,951.5624061,41.09177637,72.56176953,1,August
Tirupathur,975.7567921,42.14963348,70.30495919,1,September
Tiruppur,1006.021524,29.50553586,70.95418401,1,October
Tiruvallur,999.38689,42.35508685,72.67147165,1,November
Tiruvannamalai,966.1283644,31.17948278,67.58003576,0,December
Tiruvarur,1027.902933,36.37297854,69.77053307,1,January
Vellore,960.8890871,38.2359288,74.07720009,1,February
Viluppuram,1003.583929,31.73479132,72.30681515,1,March
Virudhunagar,1047.574871,32.78438724,66.62698774,0,April
Ariyalur,1012.041615,26.09139246,69.49588181,1,May
Chengalpattu,1012.989709,28.21843156,67.28327267,1,June
Chennai,1039.806439,37.38682487,73.85125885,0,July
Coimbatore,1012.21035,32.66977219,69.2155934,0,August
Cuddalore,1048.191201,28.66145701,70.55449677,1,September
Dharmapuri,1007.585384,38.68428146,69.40261547,1,October
Dindigul,993.7320878,25.64491978,70.00791792,1,November
Erode,967.481283,26.94352076,71.78594442,0,December
Kallakurichi,1044.339113,28.58775841,66.16474373,1,January
Kanniyakumari,967.7460456,36.4531338,65.24155393,1,February
Kancheepuram,1001.553344,26.98425404,72.43828017,1,March
Mayiladuthurai,981.6536985,36.33813357,68.25952178,1,April
Karur,984.2989342,25.27875208,72.07826135,0,May
Krishnagiri,1008.842268,38.16701833,71.47783704,1,June
Madurai,969.25042,32.46748638,73.46738766,0,July
Nagapattinam,994.50618,28.12964815,69.40622299,1,August
Namakkal,963.2137767,44.28805405,70.26653325,1,September
Nilgiris (Udhagamandalam/Ooty),1040.475149,42.95732618,66.68422543,1,October
Perambalur,1010.630183,26.41961715,65.01949611,0,November
Pudukkottai,1018.511954,34.04313364,67.01079766,1,December
Ramanathapuram,981.507618,38.660921,70.57781002,1,January
Ranipet,1033.231009,29.29492909,67.66581717,1,February
Salem,955.6079865,37.16136295,74.13300949,1,March
Sivaganga,972.8877652,30.80678868,69.96044345,1,April
Tenkasi,994.7310301,30.85753151,72.95386801,0,May
Thanjavur,968.5866811,35.97791039,70.13505236,1,June
Theni,1049.716317,26.59976583,68.12659265,1,July
Thoothukudi (Tuticorin),954.1282839,35.56634476,72.8448484,1,August
Tiruchirappalli (Trichy),978.8746244,41.47161654,70.95090042,0,September
Tirunelveli,986.7379989,32.81940968,70.55212076,0,October
Tirupathur,968.3379889,33.0456477,65.44771869,1,November
Tiruppur,984.2214738,35.74628403,72.92529522,0,December
Tiruvallur,1036.442046,25.91939929,66.10869101,1,January
Tiruvannamalai,955.0756572,31.44836096,68.49553097,1,February
Tiruvarur,962.8180857,28.1274006,72.07619705,1,March
Vellore,975.6410888,38.14511749,66.71096119,1,April
Viluppuram,1020.869579,30.9808547,67.61831456,0,May
Virudhunagar,1018.637699,33.46338749,74.74187884,1,June
Ariyalur,1021.812414,39.48597181,67.3912969,1,July
Chengalpattu,977.8906911,25.87881328,71.64664644,1,August
Chennai,982.3672435,33.78585777,69.62529169,1,September
Coimbatore,1010.6754,44.91432171,65.81143414,1,October
Cuddalore,1020.135887,26.99494488,71.86927055,1,November
Dharmapuri,1023.131301,43.22787848,72.00643362,1,December
Dindigul,1031.174505,33.28399371,65.16010455,1,January
Erode,968.9697397,33.57207119,67.08870411,1,February
Kallakurichi,999.0767921,38.4771362,69.40218959,0,March
Kanniyakumari,991.3394118,25.64635924,71.61653936,0,April
Kancheepuram,1049.47265,40.37779676,71.28544649,0,May
Mayiladuthurai,1048.828186,39.50991065,71.04698554,1,June
Karur,965.7392676,34.0164856,66.90804955,0,July
Krishnagiri,1032.94767,35.16502831,66.83665933,1,August
Madurai,1003.522323,27.20823324,72.84901804,1,September
Nagapattinam,1021.187699,41.60292146,70.27765242,1,October
Namakkal,1046.845779,35.50492034,67.20007577,1,November
Perambalur,981.0081133,38.25558545,71.11272848,1,December
Pudukkottai,1027.698385,31.40777177,71.36401896,0,January
Ramanathapuram,995.6592097,44.84486272,67.9499522,0,February
Ranipet,1048.372861,43.8762444,70.16925759,1,March
Salem,1016.292452,38.69832378,70.38001115,1,April
Sivaganga,1000.273184,27.09827146,68.07582628,1,May
Tenkasi,1015.447777,34.0289285,65.67595686,1,June
Thanjavur,954.2279413,30.84796385,66.1248027,1,July
Theni,1012.134617,25.57185048,71.47878497,1,August
Thoothukudi (Tuticorin),993.3317652,29.55937788,74.52015568,1,September
Tiruchirappalli (Trichy),1035.734035,33.53135703,65.13827122,1,October
Tirunelveli,1029.691324,36.21077003,73.56237876,1,November
Tirupathur,955.6083957,31.13965985,66.88835764,1,December
Tiruppur,981.1584293,29.61325269,69.45836369,1,January
Tiruvallur,959.6662657,32.2497993,72.26276459,1,February
Tiruvannamalai,1047.329239,42.78232179,71.69827555,1,March
Tiruvarur,1028.975262,36.38656426,73.6828089,1,April
Vellore,969.971885,32.48358001,70.73570654,0,May
Viluppuram,1009.932321,29.04205161,70.02479331,1,June
Virudhunagar,975.8182769,36.81098139,68.92912978,1,July
Ariyalur,1030.757725,36.07835283,68.28313996,1,August
Chengalpattu,1010.509988,36.97696888,74.23188814,0,September
Chennai,993.9168085,32.86337171,68.13396856,0,October
Coimbatore,985.6578639,29.86388461,72.53568429,0,November
Cuddalore,980.2304292,26.7546668,71.11796135,1,December
Dharmapuri,1022.980252,42.78534087,74.21591249,1,January
Dindigul,980.7936587,27.67464339,65.83650382,1,February
Erode,957.7118769,32.85500611,74.40474165,1,March
Kallakurichi,958.1625397,40.33094498,71.94892055,1,April
Kanniyakumari,994.8183125,40.38892517,66.3749703,1,May
Kancheepuram,951.8351207,40.33174303,70.6602343,1,June
Mayiladuthurai,1007.438161,29.72312148,69.23711387,1,July
Krishnagiri,974.6131314,27.60382486,66.48725326,0,August
Madurai,952.4540067,25.46066205,72.77522242,1,September
Nagapattinam,1042.962577,31.7982141,66.33164667,1,October
Namakkal,986.319335,39.55406066,73.41744126,1,November
Nilgiris (Udhagamandalam/Ooty),1048.081599,40.90557639,70.07103642,1,December
Perambalur,1009.534909,34.3088111,70.19082116,1,January
Pudukkottai,1015.464645,27.90777213,73.54960608,1,February
Ramanathapuram,1003.40681,44.67569898,67.31449504,1,March
Ranipet,1027.774977,27.05694572,69.59444536,1,April
Salem,979.0119879,27.05567427,73.31774117,1,May
Sivaganga,984.5609505,38.17161592,67.74431934,0,June
Tenkasi,999.0925265,41.68374379,67.61089307,1,July
Thanjavur,1042.307264,27.33168235,74.09673635,1,August
Theni,1003.924826,32.34476172,74.88568682,1,September
Thoothukudi (Tuticorin),1019.677565,31.61294314,69.37201713,0,October
Tiruchirappalli (Trichy),1021.355649,35.69691147,65.16436809,1,November
Tirunelveli,997.5015756,36.21655434,66.70707363,1,December
Tirupathur,968.729172,35.49033518,72.94289408,1,January
Tiruppur,982.1604053,41.90770552,68.49275093,0,February
Tiruvallur,1000.728198,29.15737873,68.89707185,1,March
Tiruvannamalai,1027.060397,29.08782039,65.39986047,1,April
Tiruvarur,1025.473713,37.05606959,72.00595605,1,May
Vellore,1048.687764,43.26340527,72.33902301,0,June
Viluppuram,970.9390391,44.37917221,73.50475084,1,July
Virudhunagar,985.3860526,25.29895905,66.70604287,1,August
Ariyalur,967.2738432,38.45789351,71.6283347,1,September
Chengalpattu,981.2032648,27.40377081,66.98249533,1,October
Chennai,1044.12395,42.05914946,73.44299547,1,November
Coimbatore,1028.933934,32.00791515,68.20749492,1,December
Cuddalore,975.4516271,36.80937254,66.15223501,1,January
Dharmapuri,1038.066034,25.03448899,69.54292494,1,February
Dindigul,962.2343587,26.91755369,74.96425962,1,March
Erode,963.077948,34.14959711,66.60446035,0,April
Kallakurichi,1012.224578,32.74300536,70.09433655,0,May
Kanniyakumari,957.2474604,41.28513514,70.92685912,1,June
Kancheepuram,950.1185382,36.66339112,65.11949369,0,July
Mayiladuthurai,957.2675069,27.26928039,74.63723549,0,August
Karur,970.4587058,41.68530423,69.54970039,1,September
Krishnagiri,983.3954355,39.42953773,71.70332317,1,October
Madurai,1012.618844,32.80402795,71.46810665,0,November
Nagapattinam,1047.738463,25.17320948,66.93895437,0,December
Namakkal,966.3201315,33.56498016,71.95470256,1,January
Nilgiris (Udhagamandalam/Ooty),1004.157057,26.15690404,71.75127697,1,February
Perambalur,980.81164,38.62607728,72.62932845,1,March
Pudukkottai,995.443852,30.45145172,74.74068929,1,April
Ramanathapuram,986.6286214,44.05924246,66.61074929,1,May
Ranipet,955.3685321,39.07377435,67.90988071,0,June
Salem,959.1224612,31.23815423,74.17448396,1,July
Sivaganga,987.8412876,36.01946988,68.57655669,1,August
Tenkasi,985.9874152,42.96499991,73.22061515,1,September
Thanjavur,988.5402386,28.41518083,72.94575097,1,October
Theni,1017.574728,35.26724484,71.24715345,1,November
Thoothukudi (Tuticorin),1038.715556,34.87143336,66.03221237,1,December
Tiruchirappalli (Trichy),983.2755898,38.72990726,70.30637408,0,January
Tirunelveli,975.4537394,28.79422789,65.68901671,0,February
Tirupathur,1033.633401,42.50506965,69.88990643,1,March
Tiruppur,970.0954135,35.2431031,70.85079039,1,April
Tiruvallur,990.1947877,27.05873318,70.20712576,1,May
Tiruvannamalai,1039.311379,36.52337383,69.29005104,0,June
Tiruvarur,996.5300154,40.18259682,74.78930389,1,July
Vellore,1039.367572,32.44806398,71.74330029,1,August
Viluppuram,965.7378395,31.88187747,69.37867329,1,September
Virudhunagar,1007.286946,38.68672384,67.9722049,1,October
Ariyalur,1017.59348,32.41303923,68.47824196,1,November
Chengalpattu,1012.122758,43.90261551,66.02900126,1,December
Chennai,1009.845219,36.79410722,69.26453182,1,January
Coimbatore,1006.569901,43.35399349,69.73126515,1,February
Cuddalore,993.4468761,27.7103322,69.70675316,1,March
Dharmapuri,984.3109728,30.0361285,66.14956889,1,April
Dindigul,952.8694789,36.2712208,65.7668633,0,May
Erode,966.5392716,27.35092151,67.80028152,1,June
Kallakurichi,1041.256616,36.88248957,74.355416,1,July
Kanniyakumari,957.8703721,32.38041144,74.05592726,0,August
Kancheepuram,1038.698461,40.74974483,69.37643341,0,September
Mayiladuthurai,1018.85358,27.87247445,69.36776996,1,October
Karur,957.7817466,39.25915016,65.49069458,0,November
Krishnagiri,1038.818104,31.25537863,69.95107936,1,December
Madurai,960.1855284,40.5399158,74.50223289,1,January
Nagapattinam,950.7192528,40.86978976,70.828221,0,February
Namakkal,999.0723215,36.50969608,74.19344078,1,March
Nilgiris (Udhagamandalam/Ooty),1045.061083,42.57918904,71.60968636,1,April
Perambalur,984.4429933,33.96578727,71.38954456,1,May
Pudukkottai,1041.35004,28.62568812,72.62943204,0,June
Ramanathapuram,958.7923227,30.88017212,70.60342475,0,July
Ranipet,1013.420711,38.85722542,73.24413332,1,August
Salem,1021.485252,35.73513191,71.37904786,1,September
Sivaganga,996.4475913,34.52704765,74.7252048,1,October
Tenkasi,952.9985614,33.74464895,72.87830787,1,November
Thanjavur,1026.262027,30.19871553,73.01948942,0,December
Theni,1003.337049,29.31738977,65.69937156,1,January
Thoothukudi (Tuticorin),960.7186647,27.73911471,73.15584209,1,February
Tiruchirappalli (Trichy),984.502479,33.88985965,71.2705655,1,March
Tirunelveli,997.1863088,34.07487482,66.38381573,1,April
Tirupathur,1049.553219,28.00601406,67.65931622,1,May
Tiruppur,1047.528972,34.20340356,74.27748987,1,June
Tiruvallur,950.2321546,28.54227739,67.5959975,1,July
Tiruvannamalai,994.7003502,27.95890579,71.74250837,1,August
Tiruvarur,984.6081444,30.4219261,68.37570807,1,September
Vellore,978.4837869,35.90468379,71.03961384,1,October
Viluppuram,1026.533446,42.36260582,74.66999755,1,November
Virudhunagar,992.3932757,36.70207706,74.93314605,1,December
Ariyalur,1004.923461,44.33638948,65.59161143,1,January
Chengalpattu,1026.592129,37.21059004,69.29069297,0,February
Chennai,1015.552123,25.14244231,70.61413381,0,March
Coimbatore,976.1279361,39.72708919,70.82513915,0,April
Cuddalore,983.7748825,33.73117339,69.69357771,1,May
Dharmapuri,975.2165102,28.36901457,70.49828934,0,June
Dindigul,1013.134643,25.67556866,69.66815225,1,July
Erode,1038.07573,43.77146355,73.38932719,0,August
Kallakurichi,1046.735788,25.41199542,65.1762141,1,September
Kanniyakumari,985.8762338,25.66420864,72.29512341,1,October
Kancheepuram,979.5316439,35.27262197,72.97296455,1,November
Mayiladuthurai,1000.964645,33.59483766,73.20557469,0,December
Karur,1038.878053,36.53174996,73.40232099,1,January
Krishnagiri,996.7075474,30.49894902,67.18247126,1,February
Madurai,990.4208268,40.25617762,67.39822873,0,March
Nagapattinam,950.467032,27.90005355,70.0515215,1,April
Namakkal,982.4973946,33.84670645,71.65616192,1,May
Nilgiris (Udhagamandalam/Ooty),1004.697186,32.46201631,66.51831199,1,June
Perambalur,1031.125226,30.68530595,68.34092007,1,July
Pudukkottai,1033.190428,33.27163704,73.87284973,1,August
Ramanathapuram,1037.367816,43.65170257,66.3215781,1,September
Ranipet,1007.38868,37.76847522,73.84411477,1,October
Salem,992.3707495,41.02961602,70.26023615,1,November
Sivaganga,1000.876965,29.88072567,71.74587019,0,December
Tenkasi,980.6486501,36.49434305,68.81889954,1,January
Thanjavur,993.9388409,31.92374064,71.47890955,1,February
Theni,1035.040099,43.06099828,65.98912125,1,March
Thoothukudi (Tuticorin),960.604802,43.13317363,70.47905893,1,April
Tiruchirappalli (Trichy),989.5273836,28.96277387,71.68914691,1,May
Tirupathur,966.5527672,28.77597534,67.64748782,1,June
Tiruppur,1039.40551,44.28059777,71.856225,0,July
Tiruvallur,1032.920973,26.5702055,74.49130263,1,August
Tiruvannamalai,1043.567238,41.19395736,74.63210825,1,September
Tiruvarur,987.1389835,34.16869929,73.3356491,0,October
Vellore,1007.38618,32.66008324,67.52827224,1,November
Viluppuram,1010.525009,30.50657524,66.46648349,1,December
Virudhunagar,960.2241904,25.46883392,73.25937022,1,January
Ariyalur,961.9438456,39.64096441,73.65012198,0,February
Chengalpattu,1023.494585,40.42023085,66.41687021,1,March
Chennai,1027.488403,44.65921456,65.90662648,1,April
Coimbatore,1035.286453,34.9053729,71.54079791,0,May
Cuddalore,1021.048864,44.08745567,70.75395058,1,June
Dharmapuri,1027.783133,36.80404543,74.80697749,1,July
Dindigul,1043.572133,39.75395991,66.46646934,0,August
Erode,1048.663134,26.53388442,67.5107452,0,September
Kallakurichi,989.4127643,37.09031699,74.67158529,1,October
Kanniyakumari,1009.397897,28.88713616,65.05235802,0,November
Kancheepuram,1030.774891,43.18371629,70.44384832,0,December
Mayiladuthurai,1027.24943,33.81182258,71.2646558,1,January
Karur,1030.426503,25.71726707,73.99999897,1,February
Krishnagiri,958.5002928,44.00417157,72.53672733,1,March
Madurai,1008.430585,43.51528593,67.67674359,0,April
Nagapattinam,1029.63453,36.52312999,73.08248532,1,May
Namakkal,1028.471524,42.85221241,70.24346628,1,June
Nilgiris (Udhagamandalam/Ooty),1040.361462,26.66109166,73.41655927,1,July
Perambalur,989.6355287,38.11453259,70.30640992,0,August
Pudukkottai,986.4494024,29.77928947,70.37586843,1,September
Ramanathapuram,989.3708927,36.27646136,65.48156157,0,October
Ranipet,1048.495156,26.41541457,69.06121531,1,November
Salem,986.3443976,38.67983292,66.158611,0,December
Tenkasi,958.5502251,35.47306451,70.95518966,1,January
Thanjavur,963.6589313,29.88255693,72.94771888,1,February
Theni,978.1640157,38.1512871,73.68738115,1,March
Thoothukudi (Tuticorin),1035.546524,36.89946572,70.02890621,1,April
Tiruchirappalli (Trichy),963.6377065,31.39663407,69.62673518,1,May
Tirunelveli,983.4584086,40.96856585,67.77676443,0,June
Tirupathur,958.0155924,28.17857468,71.87370017,1,July
Tiruppur,1019.884255,37.9487339,66.70543086,0,August
Tiruvallur,958.7201289,31.40257974,74.69577955,1,September
Tiruvannamalai,952.2925898,36.13093023,65.77216801,0,October
Tiruvarur,993.8292495,39.05067842,73.42199202,1,November
Vellore,1004.97852,37.69898876,73.51320118,1,December
Viluppuram,980.5854241,40.7269412,72.72848997,1,January
Virudhunagar,960.469132,32.54154215,65.97658266,1,February
Ariyalur,1022.224366,41.70412355,65.64142472,1,March
